pid,eval_time,risk,surv_prob,dataset
62,1542.0,4.264907082512884,0.9071188262016758,FRTCS
62,1627.0,2.5563426635611126,0.9442445693063043,FRTCS
62,1726.8,-1.6644649795843836,0.9703332168228447,FRTCS
62,1782.6,-5.071129387347962,0.9999999999660216,FRTCS
64,1419.5,1.3816842897822912,0.9705914375538393,FRTCS
64,1542.0,2.902830176710858,0.9753412670187089,FRTCS
64,1627.0,1.4438348551685323,0.9813172620026712,FRTCS
64,1726.8,-2.4155243533307202,0.9858898862530603,FRTCS
64,1782.6,-5.847612834070412,0.9999999999843693,FRTCS
66,1419.5,2.9105606481169692,0.8713633563834794,FRTCS
66,1542.0,4.266136894492395,0.9070100165073426,FRTCS
66,1627.0,2.451536592760152,0.9496500815158402,FRTCS
66,1726.8,-2.1079791590378654,0.9808579846028381,FRTCS
66,1782.6,-5.848676852628606,0.9999999999843859,FRTCS
67,1419.5,1.5742386387088827,0.9644589457473063,FRTCS
67,1542.0,4.008788399775512,0.9273207006277716,FRTCS
67,1627.0,2.353871738927064,0.9542260156242691,FRTCS
67,1726.8,-1.4536856488192238,0.9635006673770706,FRTCS
67,1782.6,-4.7439888858078305,0.9999999999528721,FRTCS
70,1419.5,3.7156879851876043,0.7348977771150429,FRTCS
70,1542.0,5.526248147988669,0.7088398110715366,FRTCS
70,1627.0,3.923497874778886,0.7984124337082593,FRTCS
70,1726.8,0.8172660209234297,0.6975067390799895,FRTCS
70,1782.6,17.119808100725106,0.8629174818534197,FRTCS
71,1419.5,1.2231723925349587,0.9748476413043108,FRTCS
71,1542.0,2.8914425878481675,0.9756170455856608,FRTCS
71,1627.0,1.6015523653819042,0.9781606787974084,FRTCS
71,1726.8,-2.5463655520760167,0.9876096232054195,FRTCS
71,1782.6,-5.582685910856295,0.999999999979628,FRTCS
73,1419.5,2.719816973474116,0.8924502628777733,FRTCS
73,1542.0,4.161422555596212,0.9158539352284176,FRTCS
73,1627.0,2.69899103402156,0.9359752099863914,FRTCS
73,1726.8,-1.748775465888422,0.9726988411500991,FRTCS
73,1782.6,-4.5794533124676375,0.9999999999444436,FRTCS
74,1419.5,1.344987993490454,0.9716358873487397,FRTCS
74,1542.0,2.6849068720280242,0.9801214124603534,FRTCS
74,1627.0,1.3771799312934725,0.9825113644892646,FRTCS
74,1726.8,-2.310812511740906,0.9843445160090679,FRTCS
74,1782.6,-5.394153765682056,0.9999999999754012,FRTCS
77,1419.5,2.820324997946909,0.8817777705942317,FRTCS
77,1542.0,4.107619649539545,0.9200804486980008,FRTCS
77,1627.0,2.5823241899466476,0.9428197470572569,FRTCS
77,1726.8,-1.9778298014788969,0.9782264395560679,FRTCS
77,1782.6,-5.011846691572962,0.9999999999639464,FRTCS
78,1419.5,1.348988099016621,0.9715238349135035,FRTCS
78,1542.0,2.7618467492520553,0.9785487504558923,FRTCS
78,1627.0,1.4653267279009083,0.9809152867092233,FRTCS
78,1726.8,-2.5936823313579156,0.9881788436148246,FRTCS
78,1782.6,-5.679647357825691,0.9999999999815105,FRTCS
79,1419.5,1.7384707033763211,0.9582494673919382,FRTCS
79,1542.0,3.4878884268441497,0.9561698832858468,FRTCS
79,1627.0,2.6400938571764216,0.9395240878275308,FRTCS
79,1726.8,-2.1071221927227155,0.9808417317268435,FRTCS
79,1782.6,14.93872890457277,0.9834893811125106,FRTCS
82,1419.5,3.5002161310934152,0.780112750899695,FRTCS
82,1542.0,5.110577604103248,0.7968508575638984,FRTCS
82,1627.0,3.7796286030444954,0.8228652865097615,FRTCS
82,1726.8,-0.10882680504390985,0.8670213419433951,FRTCS
82,1782.6,16.636009940504465,0.9131225083186459,FRTCS
83,1419.5,1.6212484396933344,0.9627805021282495,FRTCS
83,1542.0,3.1200059496037102,0.9694521933782005,FRTCS
83,1627.0,1.4496461729610277,0.9812094040712996,FRTCS
83,1726.8,-2.6821848962890362,0.9891746465643182,FRTCS
83,1782.6,-6.638209202646731,0.9999999999929103,FRTCS
87,1419.5,1.4499422043275931,0.9685469831022329,FRTCS
87,1542.0,3.9493957748704824,0.9313642918723353,FRTCS
87,1627.0,2.4817838967576336,0.9481446563606899,FRTCS
87,1726.8,-1.6277850705425163,0.969242058596468,FRTCS
87,1782.6,-4.49366481112483,0.9999999999394671,FRTCS
90,1419.5,1.4005650243597811,0.9700393885884024,FRTCS
90,1542.0,4.016563613559331,0.9267746956558867,FRTCS
90,1627.0,2.3967707659007784,0.9522682762554227,FRTCS
90,1726.8,-1.5494550142917252,0.9667779961167569,FRTCS
90,1782.6,-4.782152106171787,0.9999999999546368,FRTCS
91,1419.5,1.3308830534470681,0.972027543997747,FRTCS
91,1542.0,2.827554791990663,0.977108690611769,FRTCS
91,1627.0,1.3688301190092353,0.9826555148643633,FRTCS
91,1726.8,-2.650250352865785,0.988825334650032,FRTCS
91,1782.6,-6.134361043080926,0.999999999988266,FRTCS
93,1419.5,1.7667712400476154,0.957077117763512,FRTCS
93,1542.0,3.377695115356212,0.9606518274867287,FRTCS
93,1627.0,2.5924509678960335,0.9422548885293552,FRTCS
93,1726.8,-1.532887397674837,0.9662324787194728,FRTCS
93,1782.6,15.749558895725645,0.9632375390495985,FRTCS
102,1419.5,2.7186135361599697,0.8925724031828781,FRTCS
102,1542.0,3.715123456552456,0.9452987230150413,FRTCS
102,1627.0,2.2223032098009354,0.9597538496863769,FRTCS
102,1726.8,-1.8553468816432035,0.9754244826398736,FRTCS
102,1782.6,-4.866633105862851,0.9999999999583118,FRTCS
105,1419.5,3.603213384796762,0.7593774677243207,FRTCS
105,1542.0,5.181396779834708,0.7836811311241203,FRTCS
105,1627.0,3.842445665418502,0.812529864627771,FRTCS
105,1726.8,0.2283837508040425,0.8187996041898041,FRTCS
105,1782.6,17.021718775945313,0.8748866545848635,FRTCS
109,1419.5,2.148369590600473,0.9377658786535631,FRTCS
109,1542.0,3.6630577962069135,0.9480004355474981,FRTCS
109,1627.0,2.557915815300542,0.9441592862967285,FRTCS
109,1726.8,-1.6770350403689296,0.9706983126494759,FRTCS
109,1782.6,14.834917784370484,0.9851052133483434,FRTCS
110,1419.5,1.9191318065127445,0.9501915806738273,FRTCS
110,1542.0,3.601381022423651,0.951033234899475,FRTCS
110,1627.0,2.635763649332893,0.9397773633916071,FRTCS
110,1726.8,-1.640802451630515,0.9696337494820542,FRTCS
110,1782.6,15.21060513740338,0.9783871590028304,FRTCS
111,1419.5,1.9096361272932785,0.9506504950620924,FRTCS
111,1542.0,3.5999564941031306,0.9511012070421866,FRTCS
111,1627.0,2.734483905428386,0.9337403350913405,FRTCS
111,1726.8,-1.5867012044108333,0.9679729629766324,FRTCS
111,1782.6,15.521339785671781,0.9706275228711868,FRTCS
115,1419.5,2.768009960912583,0.8874506242211881,FRTCS
115,1542.0,4.343265441900518,0.8999396382642548,FRTCS
115,1627.0,2.696900517756206,0.9361045493744884,FRTCS
115,1726.8,-2.1662329198648953,0.9819313738047376,FRTCS
115,1782.6,-5.484142377078686,0.9999999999775181,FRTCS
119,1419.5,2.8308199096310673,0.8806080993017036,FRTCS
119,1542.0,4.3156880483922695,0.902524094184799,FRTCS
119,1627.0,2.6492132603597294,0.9389873155784757,FRTCS
119,1726.8,-1.3789598510558623,0.9607250620112446,FRTCS
119,1782.6,-4.625270071746212,0.9999999999469316,FRTCS
121,1419.5,2.7960274912052716,0.8844449028606591,FRTCS
121,1542.0,4.308762714675229,0.9031631338620862,FRTCS
121,1627.0,2.66798713067524,0.9378677330067072,FRTCS
121,1726.8,-1.4474887326702262,0.963277999439721,FRTCS
121,1782.6,-4.642519025643736,0.9999999999478391,FRTCS
132,1419.5,1.1181686555031782,0.9773261465044263,FRTCS
132,1542.0,2.444686975475321,0.984332935414482,FRTCS
132,1627.0,1.222067354673994,0.985005210936338,FRTCS
132,1726.8,-2.916516558864688,0.9914263436239811,FRTCS
132,1782.6,-5.933980825349879,0.9999999999856626,FRTCS
133,1419.5,3.632468093064048,0.7531975085122934,FRTCS
133,1542.0,5.1516828335673335,0.7892937303497569,FRTCS
133,1627.0,3.851299877268632,0.811031059144199,FRTCS
133,1726.8,0.04683437745322472,0.8464321084291837,FRTCS
133,1782.6,16.900628501125734,0.8883251526617096,FRTCS
134,1419.5,1.777253290601073,0.9566347825410048,FRTCS
134,1542.0,3.3527757564820138,0.9616014038592509,FRTCS
134,1627.0,2.579480379890741,0.9429774054842436,FRTCS
134,1726.8,-1.3999591451379472,0.9615253007393215,FRTCS
134,1782.6,15.919862114743921,0.9565623259306698,FRTCS
136,1419.5,1.8041947052280778,0.9554773385917206,FRTCS
136,1542.0,3.418646942265927,0.9590411437223719,FRTCS
136,1627.0,2.6171088478618625,0.9408568017191409,FRTCS
136,1726.8,-1.4128429489893393,0.9620083442238861,FRTCS
136,1782.6,15.845873416789567,0.9595967301669974,FRTCS
137,1419.5,3.539701077198223,0.7723497889775305,FRTCS
137,1542.0,5.033181213550125,0.8104424763145758,FRTCS
137,1627.0,3.788684619949774,0.8214071420025021,FRTCS
137,1726.8,-0.08953657646078961,0.8646149962682624,FRTCS
137,1782.6,16.85738841154973,0.8927879505028395,FRTCS
141,1419.5,1.36503257591466,0.9710699916383315,FRTCS
141,1542.0,2.997042074440852,0.9729384180625055,FRTCS
141,1627.0,1.5259745555400315,0.9797341928970525,FRTCS
141,1726.8,-2.880868167333983,0.9911165795917988,FRTCS
141,1782.6,-6.399273415111092,0.9999999999909969,FRTCS
146,1419.5,2.949631713121597,0.8665957813826761,FRTCS
146,1542.0,4.379249558159163,0.8964700555729996,FRTCS
146,1627.0,2.613685353006808,0.9410528536171485,FRTCS
146,1726.8,-0.9011565505891497,0.9374337588226207,FRTCS
146,1782.6,-4.734158061160544,0.9999999999524066,FRTCS
149,1419.5,2.9090057170279846,0.8715497973314906,FRTCS
149,1542.0,4.235505987511165,0.9096844682624189,FRTCS
149,1627.0,2.5080923502447066,0.9467997502530965,FRTCS
149,1726.8,-1.2251958621020242,0.9543481196496891,FRTCS
149,1782.6,-4.954620478651548,0.9999999999618231,FRTCS
156,1419.5,2.212741860137371,0.9337680355228887,FRTCS
156,1542.0,4.0136499339407115,0.9269797650872323,FRTCS
156,1627.0,2.8307767269845403,0.927292042551376,FRTCS
156,1726.8,-1.4290172133478882,0.9626063460589904,FRTCS
156,1782.6,14.999483558430446,0.9824643057516664,FRTCS
159,1419.5,2.6807825735334285,0.8963462023226652,FRTCS
159,1542.0,4.24914010579947,0.9085031834841019,FRTCS
159,1627.0,2.679609739670032,0.937164692088974,FRTCS
159,1726.8,-2.200000411605661,0.9825260466088868,FRTCS
159,1782.6,-5.351512392295145,0.9999999999743295,FRTCS
164,1419.5,1.3950987260009924,0.9702002572701767,FRTCS
164,1542.0,2.6977226835452535,0.9798676111081634,FRTCS
164,1627.0,1.3589851612722454,0.9828239650705232,FRTCS
164,1726.8,-2.390801949814271,0.9855392684358053,FRTCS
164,1782.6,-5.561360128148772,0.9999999999791888,FRTCS
165,1419.5,1.5804677649449086,0.964240883816857,FRTCS
165,1542.0,3.224379318550903,0.9661489841712233,FRTCS
165,1627.0,1.717117430207753,0.9755182032255558,FRTCS
165,1726.8,-2.729902721692501,0.9896764650078678,FRTCS
165,1782.6,-6.268794032605084,0.999999999989742,FRTCS
166,1419.5,1.3055515675049585,0.9727175947670792,FRTCS
166,1542.0,3.0708163494241685,0.9708969174442805,FRTCS
166,1627.0,1.630423393217351,0.9775282064215888,FRTCS
166,1726.8,-3.1348364439797427,0.9931020951541674,FRTCS
166,1782.6,-6.6035845557952,0.9999999999926605,FRTCS
168,1419.5,2.8061734561123717,0.8833380798585374,FRTCS
168,1542.0,4.355036417288309,0.8988169282444886,FRTCS
168,1627.0,2.7024859506369197,0.9357584162320441,FRTCS
168,1726.8,-1.4213627300958205,0.9623245003140501,FRTCS
168,1782.6,-4.632228415587003,0.9999999999472995,FRTCS
175,1419.5,1.103482294574099,0.977652987995549,FRTCS
175,1542.0,2.4578509058879283,0.9841269882020646,FRTCS
175,1627.0,1.2569717936165419,0.9844767400395902,FRTCS
175,1726.8,-2.571476330892617,0.9879150171014418,FRTCS
175,1782.6,-5.476850927432958,0.9999999999773536,FRTCS
177,1419.5,1.8925026735988557,0.9514681373352081,FRTCS
177,1542.0,3.471794924318474,0.9568542987161304,FRTCS
177,1627.0,2.5866496944563844,0.9425791343110547,FRTCS
177,1726.8,-1.6800517470675733,0.9707852720221619,FRTCS
177,1782.6,15.338883648768478,0.9754655888211617,FRTCS
179,1419.5,1.1564337500900292,0.9764522102115278,FRTCS
179,1542.0,2.611618571568257,0.9815131066178578,FRTCS
179,1627.0,1.3453244130202662,0.9830550213989927,FRTCS
179,1726.8,-2.81903650551611,0.9905526508410839,FRTCS
179,1782.6,-5.8960721814507595,0.9999999999851087,FRTCS
182,1419.5,3.238323148612677,0.8260475185836835,FRTCS
182,1542.0,5.043078595148065,0.8087500082625044,FRTCS
182,1627.0,2.998152390300554,0.9146257860852616,FRTCS
182,1726.8,-0.9327060732933266,0.9393166730263396,FRTCS
182,1782.6,-4.901417308412119,0.9999999999597369,FRTCS
183,1419.5,1.8998500519657755,0.9511191348803417,FRTCS
183,1542.0,3.52474795030836,0.9545621401058377,FRTCS
183,1627.0,2.641643641242072,0.9394331901625138,FRTCS
183,1726.8,-1.286699164390233,0.9570118457639084,FRTCS
183,1782.6,15.811145616289794,0.9609484723813424,FRTCS
193,1419.5,1.2492538452236048,0.9741916519566034,FRTCS
193,1542.0,2.6329887019549894,0.9811175814999885,FRTCS
193,1627.0,1.30283301389799,0.9837541963495614,FRTCS
193,1726.8,-2.4871178931161535,0.9868583302852189,FRTCS
193,1782.6,-5.664711462941612,0.9999999999812322,FRTCS
200,1419.5,2.1732341161746525,0.9362500836771507,FRTCS
200,1542.0,3.728181210479194,0.9446000544304257,FRTCS
200,1627.0,2.6262395920857333,0.9403308228504753,FRTCS
200,1726.8,-0.8018932325994483,0.93113444308505,FRTCS
200,1782.6,15.871894753187814,0.9585539653922456,FRTCS
205,1419.5,1.300769295494255,0.9728459717259971,FRTCS
205,1542.0,3.1128385396021083,0.9696670163514093,FRTCS
205,1627.0,1.6543931218070624,0.9769893763948365,FRTCS
205,1726.8,-3.6587197820031823,0.9959091843096015,FRTCS
205,1782.6,-7.248345096516049,0.9999999999961484,FRTCS
209,1419.5,3.909189115980757,0.6881254500144152,FRTCS
209,1542.0,5.093701302157869,0.7998848466845533,FRTCS
209,1627.0,3.513553710665499,0.861210853658135,FRTCS
209,1726.8,0.17990621605652457,0.8265824272897743,FRTCS
209,1782.6,16.261523418210434,0.9394163289430596,FRTCS
210,1419.5,2.647281418425311,0.8995835918496434,FRTCS
210,1542.0,3.9944812190123398,0.9283152044675808,FRTCS
210,1627.0,2.488622293070801,0.9477982863974264,FRTCS
210,1726.8,-1.8543230030818405,0.9753996196382959,FRTCS
210,1782.6,-4.842601914701247,0.9999999999572978,FRTCS
211,1419.5,2.9890304679678223,0.861623862683087,FRTCS
211,1542.0,4.198329678725627,0.9128323222665148,FRTCS
211,1627.0,2.416943009954587,0.9513197070467991,FRTCS
211,1726.8,-1.45973367867933,0.9637167082270857,FRTCS
211,1782.6,-5.027027030345716,0.9999999999644896,FRTCS
212,1419.5,1.1093158722419159,0.9775237244040036,FRTCS
212,1542.0,2.594669142818886,0.98182096680656,FRTCS
212,1627.0,1.3813386666941547,0.9824391261457148,FRTCS
212,1726.8,-2.3924646862179224,0.9855631185818687,FRTCS
212,1782.6,-5.27283359815775,0.9999999999722283,FRTCS
213,1419.5,1.1892087423848512,0.975677263189031,FRTCS
213,1542.0,2.8143079942831286,0.9774064984457832,FRTCS
213,1627.0,1.5073197540690004,0.9801049920322291,FRTCS
213,1726.8,-2.652908664692806,0.9888548350101745,FRTCS
213,1782.6,-5.764005135724908,0.9999999999830063,FRTCS
214,1419.5,0.9437341316050002,0.9809206418847165,FRTCS
214,1542.0,2.746130826816215,0.9788796837197865,FRTCS
214,1627.0,1.6347779070614745,0.9774312543507359,FRTCS
214,1726.8,-2.767354081112189,0.9900540514993509,FRTCS
214,1782.6,-5.425501030797527,0.9999999999761603,FRTCS
216,1419.5,1.2306377844927507,0.9746615746234996,FRTCS
216,1542.0,2.616090567204843,0.9814310222720579,FRTCS
216,1627.0,1.2934924557268923,0.9839040125723861,FRTCS
216,1726.8,-2.748656704540336,0.9898672931740395,FRTCS
216,1782.6,-5.953008100227909,0.9999999999859328,FRTCS
219,1419.5,2.0506690391250197,0.9433912961464127,FRTCS
219,1542.0,3.2176826262934695,0.9663710742678131,FRTCS
219,1627.0,1.2245635431006159,0.9849680174564863,FRTCS
219,1726.8,-1.7417636934529424,0.9725094038865565,FRTCS
219,1782.6,-6.326851213881105,0.9999999999903206,FRTCS
221,1419.5,3.607034001659546,0.7585777631353952,FRTCS
221,1542.0,5.536608509324199,0.7063040179698574,FRTCS
221,1627.0,4.170080412853952,0.7496968089650325,FRTCS
221,1726.8,-0.6323730738207014,0.9189414847215699,FRTCS
221,1782.6,16.024022772726173,0.9519102421389053,FRTCS
224,1419.5,3.500331597686508,0.7800903823045771,FRTCS
224,1542.0,4.985626644679963,0.8183918180004592,FRTCS
224,1627.0,3.812807767737408,0.8174708866277984,FRTCS
224,1726.8,-0.034012081848716846,0.8574635452900856,FRTCS
224,1782.6,17.090115934798295,0.8666475834000866,FRTCS
228,1419.5,2.8193752916768586,0.8818830882883345,FRTCS
228,1542.0,4.205919916659373,0.9121982274256304,FRTCS
228,1627.0,2.54086790482732,0.9450767719585651,FRTCS
228,1726.8,-1.9368484925407907,0.9773259978186198,FRTCS
228,1782.6,-5.291219523541939,0.9999999999727343,FRTCS
232,1419.5,1.3370398556305416,0.971857245784429,FRTCS
232,1542.0,2.752330461548041,0.9787497442666413,FRTCS
232,1627.0,1.340009485901585,0.9831440824933714,FRTCS
232,1726.8,-2.5231126701338455,0.9873199912091677,FRTCS
232,1782.6,-5.886579920116095,0.9999999999849667,FRTCS
235,1419.5,1.2061845930209703,0.9752660320046581,FRTCS
235,1542.0,3.0391250593873003,0.9717918416643367,FRTCS
235,1627.0,1.6832400697858767,0.9763239584198413,FRTCS
235,1726.8,-3.034820339245579,0.9923792848359023,FRTCS
235,1782.6,-6.284264665522102,0.9999999999898995,FRTCS
236,1419.5,4.082119147237424,0.6412421165940863,FRTCS
236,1542.0,5.631340066974689,0.6823181614355827,FRTCS
236,1627.0,3.8989387753980815,0.8027850116322727,FRTCS
236,1726.8,-0.4141387595564012,0.9001907705200434,FRTCS
236,1782.6,15.629562721280083,0.9673257847468889,FRTCS
245,1419.5,2.9820394261073915,0.8625183388420997,FRTCS
245,1542.0,4.496419257641714,0.8843730537353347,FRTCS
245,1627.0,2.6887384750233325,0.936607120445439,FRTCS
245,1726.8,-1.5062857167455603,0.9653381113647036,FRTCS
245,1782.6,-5.087392852027392,0.9999999999665699,FRTCS
249,1419.5,3.763514699392373,0.723891609961854,FRTCS
249,1542.0,5.014327567835252,0.8136300740297211,FRTCS
249,1627.0,3.608155581735259,0.848537391890495,FRTCS
249,1726.8,0.26815132093248906,0.8121856966899378,FRTCS
249,1782.6,16.868311396327986,0.8916766538513086,FRTCS
250,1419.5,3.122549889322892,0.8434867740957982,FRTCS
250,1542.0,4.546263781825374,0.8788366636532347,FRTCS
250,1627.0,2.4635347408576713,0.9490580851118874,FRTCS
250,1726.8,-0.8617207494848711,0.935000698904435,FRTCS
250,1782.6,-4.28375661437969,0.9999999999253286,FRTCS
251,1419.5,2.8026953085500463,0.8837186201653272,FRTCS
251,1542.0,4.264236132139262,0.9071781387729847,FRTCS
251,1627.0,2.564775212056019,0.9437859465350134,FRTCS
251,1726.8,-1.2836181575523793,0.9568820964879594,FRTCS
251,1782.6,-4.6064726895729065,0.9999999999459246,FRTCS
257,1419.5,1.3292731247621727,0.9720719071424704,FRTCS
257,1542.0,2.7285738340062777,0.9792434150919133,FRTCS
257,1627.0,1.3316072700189818,0.9832839308072261,FRTCS
257,1726.8,-2.3184523236167274,0.9844627347665403,FRTCS
257,1782.6,-5.615571471671385,0.999999999980287,FRTCS
260,1419.5,1.2080270896369996,0.975220987603556,FRTCS
260,1542.0,2.5053799476193053,0.9833608062801109,FRTCS
260,1627.0,1.209756594303085,0.9851873109625553,FRTCS
260,1726.8,-2.807932666638191,0.9904476698535111,FRTCS
260,1782.6,-5.976843116669195,0.9999999999862642,FRTCS
261,1419.5,1.8748675128007228,0.952295934202769,FRTCS
261,1542.0,3.7027482378414147,0.9459529725063238,FRTCS
261,1627.0,2.815419028224659,0.928359455516025,FRTCS
261,1726.8,-1.4592051268072725,0.9636978780323956,FRTCS
261,1782.6,15.635510951594636,0.9671340907109648,FRTCS
265,1419.5,1.2657726722190048,0.9737674754301653,FRTCS
265,1542.0,2.987749964272303,0.9731853262518497,FRTCS
265,1627.0,1.5765392611630038,0.9786943837755371,FRTCS
265,1726.8,-3.4466574353309656,0.9949452776021023,FRTCS
